,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
244,Killian Hayes,PG,22,DET,42,31,24.0,2.8,6.7,.413,0.5,1.8,.297,2.3,5.0,.455,.452,0.8,1.2,.660,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9
245,Gordon Hayward,SF,33,CHO,25,25,31.9,5.6,11.9,.468,0.9,2.4,.361,4.7,9.4,.496,.505,2.5,3.2,.765,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,14.5
246,Scoot Henderson,PG,19,POR,41,15,26.7,4.4,11.8,.373,1.2,4.0,.315,3.2,7.9,.402,.426,2.7,3.3,.810,0.9,2.1,3.0,4.6,0.6,0.2,3.0,3.0,12.8
247,Taylor Hendricks,PF,20,UTA,15,0,14.5,1.6,4.3,.369,0.9,2.6,.333,0.7,1.7,.423,.469,0.4,0.5,.750,0.9,1.9,2.7,0.5,0.6,0.6,0.9,1.1,4.5
248,Tyler Herro,SG,24,MIA,33,33,33.6,7.9,18.0,.437,3.3,8.2,.404,4.5,9.8,.464,.529,1.9,2.2,.838,0.5,4.8,5.3,4.3,0.9,0.1,2.2,1.5,21.0
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Buddy Hield,SF-SG,31,TOT,55,31,26.3,4.6,10.3,.450,2.7,7.0,.389,1.9,3.3,.580,.582,0.5,0.7,.833,0.7,2.6,3.3,2.9,0.9,0.6,1.3,2.1,12.5
251,Buddy Hield,SF,31,IND,52,28,25.7,4.4,9.9,.443,2.6,6.9,.384,1.8,3.1,.575,.575,0.5,0.6,.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,12.0
252,Buddy Hield,SG,31,PHI,3,3,37.0,8.7,16.7,.520,4.3,9.7,.448,4.3,7.0,.619,.650,0.7,1.0,.667,0.7,3.7,4.3,6.7,1.7,0.0,2.3,4.0,22.3
253,Haywood Highsmith,PF,27,MIA,38,24,20.7,2.1,4.9,.427,1.1,2.8,.370,1.0,2.0,.506,.535,0.5,0.6,.792,0.8,2.0,2.8,1.1,0.9,0.5,0.6,2.1,5.7
254,Nate Hinton,SG,24,HOU,10,0,4.3,0.7,1.5,.467,0.5,0.8,.625,0.2,0.7,.286,.633,0.2,0.2,1.000,0.2,0.7,0.9,0.4,0.1,0.1,0.2,0.8,2.1
255,D'Moi Hodge,SG,25,LAL,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0
256,Aaron Holiday,PG,27,HOU,50,1,17.6,2.5,5.5,.458,1.2,3.0,.397,1.3,2.5,.532,.567,0.7,0.8,.881,0.3,1.6,1.9,1.9,0.5,0.1,0.8,1.6,7.0
257,Jrue Holiday,PG,33,BOS,48,48,33.5,5.0,10.7,.472,2.1,4.8,.439,3.0,5.9,.498,.569,1.1,1.4,.833,1.4,4.5,5.9,4.6,0.8,0.7,1.9,1.6,13.3
258,Justin Holiday,SG,34,DEN,31,8,14.2,1.4,3.0,.462,0.8,2.1,.394,0.5,0.9,.630,.602,0.0,0.1,.500,0.2,1.0,1.2,1.0,0.6,0.1,0.2,1.4,3.6
259,Richaun Holmes,C-PF,30,TOT,24,2,10.4,1.6,2.8,.576,0.0,0.0,,1.6,2.8,.576,.576,0.5,0.9,.571,1.4,1.9,3.3,0.6,0.1,0.4,0.5,1.5,3.7
260,Richaun Holmes,C,30,DAL,23,2,10.3,1.4,2.6,.559,0.0,0.0,,1.4,2.6,.559,.559,0.5,0.9,.571,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,3.4
261,Richaun Holmes,PF,30,WAS,1,0,13.0,5.0,7.0,.714,0.0,0.0,,5.0,7.0,.714,.714,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,10.0
262,Chet Holmgren,C,21,OKC,53,53,30.0,6.3,11.8,.536,1.7,4.3,.394,4.7,7.6,.616,.607,2.4,3.2,.768,1.5,6.0,7.5,2.7,0.7,2.6,1.6,2.5,16.8
263,Jalen Hood-Schifino,SG,20,LAL,16,0,5.9,0.5,2.3,.222,0.1,0.7,.091,0.4,1.6,.280,.236,0.6,1.0,.625,0.1,0.6,0.7,0.5,0.2,0.1,0.5,0.7,1.7
264,Al Horford,C,37,BOS,44,21,27.0,2.9,6.2,.472,1.6,4.1,.402,1.3,2.1,.609,.605,0.3,0.4,.833,1.3,5.5,6.7,2.8,0.5,1.0,0.8,1.5,7.8
265,Talen Horton-Tucker,PG,23,UTA,34,11,20.7,3.9,9.5,.410,1.1,3.5,.328,2.8,6.0,.459,.471,1.7,2.2,.776,0.5,2.1,2.5,4.0,1.0,0.3,1.6,1.9,10.7
266,Danuel House Jr.,SF,30,PHI,34,4,15.0,1.4,3.1,.448,0.4,1.5,.300,0.9,1.6,.582,.519,1.0,1.4,.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2
267,Caleb Houstan,SF,21,ORL,38,7,14.9,1.5,4.0,.384,1.3,3.7,.362,0.2,0.3,.700,.553,0.4,0.6,.773,0.6,1.1,1.6,0.6,0.3,0.0,0.3,1.2,4.8
268,Jett Howard,SF,20,ORL,11,0,3.8,0.6,1.7,.368,0.4,1.3,.286,0.3,0.5,.600,.474,0.2,0.4,.500,0.1,0.4,0.5,0.3,0.0,0.1,0.2,0.1,1.8
269,Kevin Huerter,SG,25,SAC,50,45,25.0,4.1,9.1,.449,2.0,5.6,.366,2.0,3.5,.583,.562,0.7,0.9,.791,0.6,3.0,3.6,2.6,0.7,0.4,0.8,2.2,10.9
270,Jay Huff,C,25,DEN,8,0,2.8,0.5,0.9,.571,0.3,0.6,.400,0.3,0.3,1.000,.714,0.0,0.0,,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,1.3
271,De'Andre Hunter,SF,26,ATL,30,24,28.4,4.9,10.5,.468,2.0,4.7,.418,3.0,5.8,.509,.562,2.9,3.2,.887,0.6,3.2,3.9,1.3,0.8,0.4,1.5,2.8,14.7
272,Matthew Hurt,PF,23,MEM,3,0,18.7,2.0,6.0,.333,0.7,3.3,.200,1.3,2.7,.500,.389,1.0,1.0,1.000,1.3,0.7,2.0,1.0,0.0,0.3,0.0,0.7,5.7
273,Bones Hyland,PG,23,LAC,19,2,13.2,2.3,6.3,.367,1.1,3.4,.313,1.3,2.9,.429,.450,0.5,0.6,.833,0.2,0.7,0.9,1.7,0.5,0.1,1.2,1.4,6.2
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Joe Ingles,SF,36,ORL,39,0,17.5,1.6,4.0,.410,1.1,2.7,.402,0.5,1.3,.429,.548,0.4,0.5,.850,0.4,2.0,2.4,3.0,0.6,0.1,0.9,1.5,4.8
276,Brandon Ingram,SF,26,NOP,50,50,33.3,8.1,16.5,.491,1.4,3.9,.357,6.7,12.5,.533,.533,3.9,4.9,.798,0.7,4.3,5.0,5.8,0.8,0.6,2.5,2.3,21.5
277,Kyrie Irving,SG,31,DAL,32,32,33.9,9.5,19.6,.484,2.9,7.0,.413,6.6,12.6,.524,.558,3.4,3.8,.878,0.8,4.3,5.1,5.4,1.3,0.5,1.7,2.0,25.2
278,Jonathan Isaac,PF,26,ORL,35,1,14.8,2.2,4.7,.476,0.5,1.7,.295,1.7,2.9,.583,.530,1.2,1.6,.750,1.2,3.1,4.3,0.4,0.7,1.2,0.5,1.2,6.2
279,Jaden Ivey,SG,21,DET,48,32,27.9,5.5,11.9,.462,1.6,4.3,.374,3.9,7.6,.512,.530,2.9,4.0,.720,1.4,2.5,3.9,3.7,0.7,0.6,2.5,2.8,15.5
280,Andre Jackson Jr.,SG,22,MIL,43,8,11.3,1.0,2.0,.536,0.3,0.9,.385,0.7,1.0,.667,.625,0.2,0.3,.727,0.8,1.3,2.1,1.0,0.3,0.1,0.5,1.9,2.6
281,GG Jackson II,PF,19,MEM,21,1,18.7,3.5,8.0,.435,1.6,4.1,.379,1.9,3.9,.494,.533,1.6,2.3,.694,1.0,2.4,3.4,0.9,0.6,0.6,0.8,1.0,10.1
282,Isaiah Jackson,C,22,IND,42,2,13.3,2.7,4.1,.661,0.0,0.1,.000,2.7,4.0,.673,.661,1.3,1.8,.711,1.5,2.6,4.0,0.9,0.6,1.1,0.7,2.6,6.7
283,Jaren Jackson Jr.,C,24,MEM,50,50,31.9,7.7,17.3,.447,1.8,5.7,.322,5.9,11.6,.509,.500,5.1,6.2,.825,1.2,4.3,5.5,2.1,1.0,1.6,2.3,3.5,22.3
284,Reggie Jackson,PG,33,DEN,54,14,23.0,4.3,9.4,.457,1.3,3.5,.374,3.0,5.9,.505,.526,1.0,1.2,.776,0.4,1.7,2.1,3.9,0.6,0.2,1.3,1.8,10.9
285,Trayce Jackson-Davis,PF,23,GSW,39,3,13.0,2.7,3.9,.688,0.0,0.0,,2.7,3.9,.688,.688,1.1,1.8,.586,1.6,2.5,4.1,0.9,0.3,0.8,0.7,1.5,6.5
286,LeBron James,PF,39,LAL,48,48,35.0,9.3,18.0,.519,2.1,5.4,.393,7.2,12.6,.572,.577,4.1,5.5,.737,0.9,6.4,7.3,7.8,1.3,0.6,3.2,1.2,24.8
287,Jaime Jaquez Jr.,SF,22,MIA,47,16,29.4,5.0,10.0,.494,1.0,2.9,.331,4.0,7.1,.560,.541,2.0,2.5,.819,1.2,2.6,3.8,2.6,1.1,0.2,1.7,2.4,12.9
288,DaQuan Jeffries,SG,26,NYK,10,0,3.0,0.5,1.2,.417,0.1,0.5,.200,0.4,0.7,.571,.458,0.0,0.2,.000,0.0,0.5,0.5,0.2,0.0,0.0,0.1,0.2,1.1
289,Trey Jemison,C,24,TOT,8,2,14.8,1.6,3.1,.520,0.0,0.0,,1.6,3.1,.520,.520,0.5,0.6,.800,1.4,1.8,3.1,0.6,0.5,1.1,0.9,2.4,3.8
290,Trey Jemison,C,24,WAS,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0
291,Trey Jemison,C,24,MEM,6,2,19.5,2.2,4.2,.520,0.0,0.0,,2.2,4.2,.520,.520,0.7,0.8,.800,1.8,2.2,4.0,0.8,0.7,1.5,1.0,3.2,5.0
292,Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0
293,Isaiah Joe,SG,24,OKC,49,0,18.7,2.9,6.3,.461,2.0,4.7,.428,0.9,1.6,.557,.620,0.7,0.8,.842,0.4,2.0,2.4,1.1,0.6,0.3,0.6,1.2,8.4
294,Cameron Johnson,PF,27,BRK,40,40,28.5,5.2,11.3,.458,2.5,6.2,.401,2.7,5.1,.527,.568,1.2,1.6,.742,1.1,3.6,4.7,2.6,0.8,0.3,1.0,1.9,13.9
295,Jalen Johnson,SF,22,ATL,40,37,33.9,6.2,11.8,.525,1.2,3.3,.361,5.0,8.5,.590,.576,2.0,2.7,.748,1.2,7.3,8.5,3.4,1.3,0.8,1.8,2.7,15.6
296,James Johnson,PF,36,IND,5,0,4.8,0.4,1.0,.400,0.0,0.2,.000,0.4,0.8,.500,.400,0.0,0.0,,0.2,0.6,0.8,1.0,0.8,0.0,0.4,0.8,0.8
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Keldon Johnson,SF,24,SAS,50,26,30.1,6.0,13.1,.454,1.7,5.1,.336,4.2,8.0,.529,.519,2.7,3.5,.780,1.4,4.4,5.8,3.1,0.9,0.3,1.6,2.3,16.3
299,Keon Johnson,SG,21,BRK,2,0,17.5,2.0,5.5,.364,1.5,2.5,.600,0.5,3.0,.167,.500,2.0,2.0,1.000,1.0,0.5,1.5,0.5,1.5,0.5,1.0,1.5,7.5
300,Keyontae Johnson,SF,23,OKC,7,0,8.1,0.6,1.7,.333,0.1,0.3,.500,0.4,1.4,.300,.375,0.0,0.0,,0.4,0.4,0.9,0.6,0.0,0.0,0.6,0.6,1.3
301,Nikola Jokić,C,28,DEN,52,52,33.7,10.3,17.7,.582,1.1,2.9,.366,9.2,14.8,.625,.612,4.6,5.7,.814,3.0,9.1,12.2,9.0,1.2,0.9,3.0,2.5,26.3
302,Colby Jones,SG,21,SAC,17,0,7.1,1.0,2.7,.370,0.1,0.8,.077,0.9,1.9,.485,.380,0.1,0.3,.400,0.6,0.9,1.5,0.6,0.2,0.1,0.3,0.9,2.2
303,Damian Jones,C,28,CLE,25,0,6.0,0.7,1.3,.531,0.1,0.3,.286,0.6,1.0,.600,.563,0.4,0.4,.909,0.4,1.0,1.3,0.5,0.1,0.4,0.4,0.6,1.8
304,Derrick Jones Jr.,SF,26,DAL,49,47,25.4,3.6,7.3,.489,1.2,3.6,.343,2.3,3.7,.633,.574,1.4,1.8,.744,1.1,2.5,3.7,1.0,0.8,0.7,0.9,1.8,9.8
305,Herbert Jones,SF,25,NOP,49,49,28.7,4.0,7.9,.500,1.5,3.6,.411,2.5,4.3,.573,.593,1.7,2.0,.857,1.2,2.5,3.7,2.5,1.2,0.8,1.2,2.8,11.1
306,Tre Jones,PG,24,SAS,49,20,26.1,3.8,7.6,.500,0.7,2.3,.288,3.2,5.4,.589,.543,1.4,1.7,.877,0.7,2.5,3.2,5.8,1.0,0.1,1.4,1.2,9.7
307,Tyus Jones,PG,27,WAS,53,53,28.8,5.2,10.5,.497,1.6,3.7,.419,3.7,6.8,.540,.572,0.5,0.7,.778,0.3,2.5,2.8,6.7,1.2,0.3,0.9,0.8,12.6
308,DeAndre Jordan,C,35,DEN,29,1,11.3,1.7,2.6,.632,0.0,0.0,,1.7,2.6,.632,.632,0.8,1.7,.449,1.7,2.9,4.6,0.7,0.2,0.4,0.7,1.7,4.1
309,Cory Joseph,PG,32,GSW,26,0,11.4,0.9,2.5,.359,0.5,1.6,.310,0.4,0.8,.455,.461,0.2,0.3,.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4
310,Nikola Jović,PF,20,MIA,20,12,16.0,1.9,4.6,.402,1.0,2.3,.422,0.9,2.4,.383,.505,0.6,1.0,.550,0.9,3.3,4.1,1.8,0.3,0.4,1.0,1.9,5.2
311,Johnny Juzang,SG,22,UTA,2,0,3.0,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
312,Luke Kennard,SG,27,MEM,26,10,24.5,3.5,8.0,.435,2.7,6.1,.447,0.8,1.9,.400,.605,0.8,0.9,.875,0.3,2.6,3.0,3.0,0.4,0.0,1.0,1.1,10.5
313,Walker Kessler,C,22,UTA,46,15,23.3,3.8,5.7,.663,0.1,0.3,.250,3.7,5.3,.690,.670,0.9,1.6,.548,2.5,5.0,7.5,0.8,0.5,2.8,1.0,2.1,8.5
314,Braxton Key,SF,26,DEN,15,0,3.4,0.4,1.0,.400,0.1,0.3,.250,0.3,0.7,.455,.433,0.3,0.4,.667,0.2,0.6,0.8,0.5,0.1,0.0,0.1,0.3,1.1
315,Corey Kispert,SF,24,WAS,52,1,22.3,4.3,8.9,.482,2.0,5.5,.357,2.3,3.4,.686,.592,1.3,1.7,.778,0.3,2.1,2.4,1.5,0.4,0.2,1.0,1.6,11.8
316,Maxi Kleber,C,32,DAL,19,7,21.6,2.0,4.3,.463,0.9,2.5,.354,1.1,1.8,.618,.567,0.8,1.2,.652,0.8,2.8,3.6,1.8,0.4,0.8,1.0,2.1,5.7
317,Kevin Knox,SF,24,DET,31,11,18.1,2.8,6.0,.462,1.0,3.0,.330,1.8,3.0,.598,.546,0.6,0.7,.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,John Konchar,SF,27,MEM,43,14,19.4,1.5,3.6,.416,0.6,2.0,.276,0.9,1.6,.597,.494,0.3,0.3,.786,1.2,3.1,4.3,1.8,0.8,0.9,0.6,1.2,3.8
320,Furkan Korkmaz,SG,26,PHI,35,0,8.6,0.9,2.2,.395,0.4,1.1,.350,0.5,1.0,.444,.487,0.4,0.6,.700,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5
321,Luke Kornet,C,28,BOS,37,2,14.8,2.1,3.0,.679,0.0,0.0,,2.1,3.0,.679,.679,0.8,0.8,.903,1.8,2.0,3.8,0.8,0.4,1.0,0.4,1.3,4.9
322,Jonathan Kuminga,PF,21,GSW,50,24,25.4,5.9,11.1,.532,0.8,2.4,.320,5.1,8.6,.593,.568,3.0,4.1,.725,1.2,3.4,4.6,1.8,0.7,0.4,1.6,2.2,15.6
323,Kyle Kuzma,PF,28,WAS,52,52,31.7,8.6,18.8,.456,2.3,6.8,.329,6.3,11.9,.529,.516,2.5,3.1,.801,0.9,5.4,6.3,4.2,0.4,0.7,2.6,2.2,21.8
324,Jock Landale,C,28,HOU,29,0,9.3,0.9,2.4,.377,0.1,0.6,.111,0.8,1.8,.471,.391,0.4,0.6,.765,1.3,1.0,2.2,0.6,0.2,0.4,0.4,0.9,2.3
325,Jake LaRavia,PF,22,MEM,11,0,11.1,1.5,3.9,.372,0.5,2.2,.208,1.0,1.7,.579,.430,0.3,0.4,.750,0.6,0.8,1.5,0.5,0.1,0.1,0.4,1.7,3.6
326,Zach LaVine,SG,28,CHI,25,23,34.9,6.8,15.0,.452,2.4,6.8,.349,4.4,8.3,.536,.531,3.5,4.1,.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5
327,A.J. Lawson,SG,23,DAL,26,0,8.7,1.5,3.2,.470,0.5,1.5,.325,1.0,1.7,.605,.548,0.5,0.7,.632,0.4,0.7,1.2,0.5,0.3,0.1,0.4,0.7,4.0
328,Saben Lee,PG,24,PHO,12,0,6.3,0.8,1.8,.409,0.0,0.4,.000,0.8,1.4,.529,.409,1.1,1.4,.765,0.4,0.6,1.0,1.0,0.3,0.3,0.4,0.5,2.6
329,Alex Len,C,30,SAC,20,0,8.5,1.1,1.8,.629,0.0,0.2,.000,1.1,1.6,.688,.629,0.4,0.8,.467,1.3,1.7,3.0,1.1,0.3,0.4,0.7,1.2,2.6
330,Kawhi Leonard,SF,32,LAC,48,48,34.3,9.0,17.1,.527,2.3,5.1,.453,6.7,11.9,.558,.595,3.8,4.2,.891,1.2,5.0,6.2,3.7,1.7,0.9,1.6,1.5,24.1
331,Caris LeVert,SG,29,CLE,42,1,27.5,5.4,12.6,.426,1.7,5.2,.336,3.6,7.4,.489,.495,2.2,2.9,.748,0.5,3.0,3.6,4.3,1.0,0.4,1.5,1.7,14.6
332,Kira Lewis Jr.,PG,22,TOT,17,0,8.7,0.9,3.1,.308,0.1,1.2,.100,0.8,1.9,.438,.327,0.6,0.6,.909,0.2,0.6,0.8,1.1,0.3,0.1,0.5,0.5,2.6
333,Kira Lewis Jr.,PG,22,NOP,15,0,9.6,1.1,3.5,.308,0.1,1.3,.100,0.9,2.1,.438,.327,0.7,0.7,.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9
334,Kira Lewis Jr.,PG,22,TOR,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
335,Kira Lewis Jr.,PG,22,UTA,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,Maxwell Lewis,SF,21,LAL,18,0,3.7,0.2,0.7,.250,0.1,0.2,.333,0.1,0.5,.222,.292,0.0,0.0,,0.1,0.1,0.2,0.2,0.1,0.0,0.3,0.2,0.4
337,E.J. Liddell,PF,23,NOP,8,0,2.9,0.1,0.8,.167,0.0,0.6,.000,0.1,0.1,1.000,.167,0.3,0.3,1.000,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.3,0.5
338,Damian Lillard,PG,33,MIL,49,49,35.0,7.4,17.4,.426,2.9,8.4,.345,4.5,8.9,.502,.510,7.1,7.7,.923,0.6,3.6,4.2,6.8,1.1,0.2,2.5,1.7,24.8
339,Nassir Little,SF,23,PHO,30,2,13.3,1.6,3.3,.475,0.6,1.9,.304,1.0,1.4,.698,.561,0.6,0.7,.850,0.5,1.7,2.2,0.6,0.3,0.3,0.4,1.2,4.3
340,Dereck Lively II,C,19,DAL,36,35,26.0,4.2,5.6,.739,0.0,0.1,.000,4.2,5.6,.746,.739,0.9,1.6,.544,2.9,5.0,7.9,1.3,0.6,1.4,1.2,3.1,9.2
341,Isaiah Livers,PF,25,DET,23,6,20.4,1.7,5.0,.345,1.0,3.3,.286,0.8,1.7,.462,.440,0.5,0.8,.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Chris Livingston,SF,20,MIL,15,0,4.1,0.5,0.9,.500,0.1,0.1,1.000,0.4,0.9,.462,.536,0.1,0.1,1.000,0.1,0.8,0.9,0.3,0.1,0.0,0.2,0.5,1.1
344,Kenneth Lofton Jr.,PF,21,TOT,17,0,6.4,0.9,2.5,.349,0.2,0.7,.250,0.7,1.8,.387,.384,0.5,0.9,.533,0.1,0.9,1.1,0.8,0.2,0.2,0.5,0.9,2.4
345,Kenneth Lofton Jr.,PF,21,MEM,15,0,6.6,0.9,2.5,.378,0.2,0.7,.300,0.7,1.8,.407,.419,0.5,1.0,.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6
346,Kenneth Lofton Jr.,PF,21,PHI,2,0,4.5,0.5,3.0,.167,0.0,1.0,.000,0.5,2.0,.250,.167,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0
347,Kevon Looney,C,27,GSW,51,36,18.3,2.1,3.5,.610,0.0,0.0,.000,2.1,3.5,.614,.610,0.8,1.2,.683,2.3,4.2,6.5,2.2,0.5,0.4,0.8,2.4,5.0
348,Brook Lopez,C,35,MIL,51,51,31.6,4.9,10.1,.489,1.8,5.1,.350,3.2,5.0,.631,.578,1.5,1.7,.831,1.6,3.9,5.5,1.7,0.6,2.7,0.9,2.6,13.1
349,Robin Lopez,C,35,MIL,16,2,4.1,0.4,1.2,.368,0.1,0.5,.250,0.3,0.7,.455,.421,0.1,0.1,1.000,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1
350,Kevin Love,PF,35,MIA,42,5,17.6,2.8,6.5,.431,1.5,4.5,.335,1.3,2.0,.651,.547,1.8,2.2,.787,1.1,5.1,6.2,2.3,0.3,0.2,0.8,1.8,8.9
351,Kyle Lowry,PG,37,MIA,37,35,28.0,2.8,6.5,.426,1.7,4.4,.385,1.1,2.2,.506,.554,0.9,1.1,.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2
352,Seth Lundy,SF,23,ATL,9,0,5.8,0.4,1.9,.235,0.3,1.4,.231,0.1,0.4,.250,.324,0.3,0.4,.750,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6
353,Trey Lyles,PF,28,SAC,38,0,20.3,2.6,5.6,.464,1.7,4.1,.413,0.9,1.5,.607,.616,0.8,1.2,.681,0.9,3.6,4.5,1.2,0.3,0.3,0.6,1.5,7.7
354,Théo Maledon,PG,22,TOT,14,1,14.4,1.4,4.8,.284,0.4,2.1,.167,1.0,2.6,.378,.321,0.8,0.9,.917,0.3,1.4,1.6,2.0,0.5,0.0,1.1,1.3,3.9
355,Théo Maledon,PG,22,CHO,13,1,15.4,1.5,5.1,.288,0.4,2.3,.167,1.1,2.8,.389,.326,0.8,0.9,.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2
356,Théo Maledon,PG,22,PHO,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Sandro Mamukelashvili,C,24,SAS,29,0,6.6,0.9,2.2,.422,0.3,1.2,.235,0.7,1.0,.633,.484,0.4,0.6,.706,0.6,1.2,1.8,0.9,0.1,0.3,0.3,0.7,2.6
358,Terance Mann,SG,27,LAC,46,42,24.9,2.8,6.2,.463,0.8,2.8,.307,2.0,3.4,.590,.532,0.8,1.1,.780,1.2,2.0,3.1,1.7,0.6,0.2,0.6,1.8,7.4
359,Tre Mann,PG,22,TOT,15,2,12.0,1.9,4.1,.468,0.7,1.8,.370,1.3,2.3,.543,.548,0.1,0.1,1.000,0.4,2.1,2.5,2.4,0.3,0.0,1.0,0.3,4.6
360,Tre Mann,PG,22,OKC,13,0,9.2,1.5,3.1,.500,0.6,1.5,.421,0.9,1.6,.571,.600,0.1,0.1,1.000,0.3,1.5,1.8,1.5,0.2,0.0,0.7,0.2,3.8
361,Tre Mann,PG,22,CHO,2,2,30.5,4.5,11.0,.409,1.0,4.0,.250,3.5,7.0,.500,.455,0.0,0.0,,1.0,5.5,6.5,8.0,1.0,0.0,3.0,1.0,10.0
362,Boban Marjanović,C,35,HOU,9,0,5.3,1.1,2.3,.476,0.0,0.2,.000,1.1,2.1,.526,.476,0.3,0.7,.500,0.7,1.8,2.4,0.4,0.0,0.1,0.2,0.4,2.6
363,Lauri Markkanen,PF,26,UTA,44,44,32.7,8.0,16.0,.501,3.3,8.0,.406,4.8,8.0,.595,.602,4.3,4.9,.884,2.3,6.2,8.5,1.9,0.9,0.5,1.3,1.9,23.6
364,Naji Marshall,SF,26,NOP,43,1,18.4,2.6,5.7,.451,0.8,2.2,.379,1.7,3.5,.497,.525,1.4,1.8,.792,1.0,2.5,3.5,2.0,0.7,0.2,1.0,1.5,7.4
365,Caleb Martin,SF,28,MIA,36,15,26.6,4.0,8.7,.455,1.2,3.2,.368,2.8,5.6,.505,.522,1.2,1.6,.754,1.3,3.4,4.7,2.1,0.8,0.3,1.1,2.1,10.3
366,Cody Martin,SF,28,CHO,21,15,26.2,3.0,7.8,.387,1.0,3.0,.344,2.0,4.7,.414,.454,0.7,1.3,.536,0.7,3.0,3.6,3.4,1.0,0.6,1.6,1.8,7.8
367,KJ Martin,SF,23,TOT,39,1,10.7,1.4,2.6,.545,0.1,0.5,.222,1.3,2.1,.614,.564,0.4,0.7,.500,0.4,1.2,1.5,0.6,0.4,0.1,0.5,1.5,3.3
368,KJ Martin,SF,23,LAC,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0
369,KJ Martin,SF,23,PHI,37,1,10.4,1.4,2.5,.560,0.1,0.4,.231,1.3,2.1,.615,.577,0.4,0.7,.500,0.4,1.2,1.5,0.6,0.4,0.1,0.5,1.5,3.2
370,Garrison Mathews,SG,27,ATL,38,4,12.5,1.2,2.5,.469,1.1,2.3,.455,0.1,0.2,.625,.677,0.3,0.4,.667,0.2,1.0,1.2,0.5,0.2,0.1,0.4,1.6,3.7
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Bennedict Mathurin,SF,21,IND,52,15,25.5,4.9,10.9,.450,1.2,3.4,.366,3.7,7.6,.487,.506,3.0,3.6,.825,1.0,2.8,3.8,1.9,0.5,0.2,1.7,1.8,14.1
373,Wesley Matthews,SG,37,ATL,21,1,11.0,0.6,2.2,.283,0.4,1.7,.250,0.2,0.5,.400,.380,0.7,0.9,.737,0.2,1.1,1.3,0.6,0.5,0.2,0.3,1.3,2.3
