,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
632,Coby White,PG,23,CHI,54,54,36.2,6.9,15.1,.459,2.8,7.2,.393,4.1,7.9,.520,.553,2.7,3.3,.824,0.5,4.1,4.7,5.3,0.7,0.2,2.2,2.3,19.4
633,Derrick White,SG,29,BOS,49,49,32.2,5.3,11.6,.456,2.6,6.7,.391,2.7,5.0,.543,.568,2.1,2.4,.888,0.7,3.2,3.9,4.8,1.0,1.2,1.6,2.2,15.3
634,Cam Whitmore,SF,19,HOU,28,1,17.0,4.4,9.1,.478,1.7,4.3,.403,2.6,4.9,.544,.573,1.5,2.2,.677,0.7,3.0,3.6,0.5,0.6,0.2,0.8,1.4,11.9
635,Aaron Wiggins,SG,25,OKC,50,0,14.3,2.4,4.1,.585,0.8,1.5,.519,1.6,2.6,.623,.681,0.5,0.7,.750,0.7,1.7,2.4,1.0,0.5,0.1,0.5,1.2,6.2
636,Andrew Wiggins,SF,28,GSW,46,35,27.0,4.8,10.7,.446,1.0,3.2,.331,3.7,7.6,.494,.495,1.8,2.6,.708,1.6,2.7,4.3,1.6,0.5,0.5,1.2,2.3,12.5
637,Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0
638,Brandon Williams,PG,24,DAL,11,0,4.9,0.7,1.8,.400,0.2,0.5,.333,0.5,1.3,.429,.450,0.5,1.0,.545,0.3,0.4,0.6,1.1,0.1,0.1,0.3,0.1,2.2
639,Grant Williams,PF,25,TOT,49,33,26.7,2.9,6.9,.418,1.7,4.5,.378,1.2,2.4,.492,.541,1.0,1.3,.769,0.9,2.8,3.7,1.7,0.5,0.6,1.2,2.9,8.5
640,Grant Williams,PF,25,DAL,47,33,26.4,2.8,6.7,.413,1.7,4.5,.376,1.1,2.3,.486,.538,0.9,1.2,.745,1.0,2.6,3.6,1.7,0.5,0.6,1.1,2.9,8.1
641,Grant Williams,PF,25,CHO,2,0,32.0,5.5,11.5,.478,2.5,6.0,.417,3.0,5.5,.545,.587,4.5,5.0,.900,0.0,6.0,6.0,2.0,0.0,0.5,2.0,1.5,18.0
642,Jalen Williams,PF,22,OKC,47,47,32.0,7.4,13.7,.540,1.5,3.3,.451,5.9,10.4,.568,.594,2.6,3.2,.809,0.6,3.6,4.1,4.6,1.0,0.5,1.7,2.6,18.9
643,Jaylin Williams,C,21,OKC,45,0,12.3,1.2,3.2,.377,0.7,2.0,.337,0.5,1.2,.444,.483,0.5,0.6,.840,0.5,2.6,3.2,1.3,0.4,0.4,0.4,1.4,3.6
644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Jeenathan Williams,SG,24,HOU,9,0,7.9,1.6,3.3,.467,0.1,0.3,.333,1.4,3.0,.481,.483,0.4,0.8,.571,0.8,0.2,1.0,0.3,0.2,0.0,0.1,1.0,3.7
646,Kenrich Williams,PF,29,OKC,42,1,15.0,1.8,3.9,.460,0.8,2.0,.400,1.0,1.9,.526,.564,0.1,0.2,.300,0.8,2.0,2.8,1.3,0.6,0.1,0.4,1.5,4.5
647,Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,.649,0.0,0.0,,5.2,7.9,.649,.649,2.4,3.4,.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7
648,Patrick Williams,PF,22,CHI,43,30,27.3,3.7,8.3,.443,1.4,3.4,.399,2.3,4.9,.474,.525,1.2,1.5,.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0
649,Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
650,Vince Williams Jr.,SG,23,MEM,42,23,26.2,3.0,6.8,.443,1.6,4.2,.377,1.5,2.7,.545,.557,1.8,2.2,.804,1.2,4.2,5.4,2.7,0.8,0.6,1.4,2.5,9.4
651,Ziaire Williams,SF,22,MEM,44,9,18.8,2.7,7.0,.390,1.1,3.5,.314,1.6,3.5,.467,.469,1.1,1.3,.831,0.7,2.7,3.4,1.5,0.6,0.2,1.3,1.7,7.7
652,Zion Williamson,PF,23,NOP,43,43,30.5,8.7,14.9,.581,0.1,0.3,.364,8.6,14.6,.585,.584,4.7,6.9,.685,1.7,3.7,5.5,4.8,1.0,0.5,2.5,2.3,22.1
653,Jalen Wilson,PF,23,BRK,14,1,13.7,1.8,3.6,.490,0.6,1.2,.471,1.2,2.4,.500,.569,1.2,1.4,.895,1.3,1.4,2.6,1.1,0.4,0.1,0.3,1.1,5.4
654,Dylan Windler,SF,27,TOT,7,0,2.7,0.6,1.0,.571,0.6,0.9,.667,0.0,0.1,.000,.857,0.0,0.0,,0.0,0.4,0.4,0.6,0.0,0.0,0.0,0.3,1.7
655,Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0
656,Dylan Windler,SF,27,LAL,4,0,3.0,0.8,1.3,.600,0.8,1.0,.750,0.0,0.3,.000,.900,0.0,0.0,,0.0,0.5,0.5,0.8,0.0,0.0,0.0,0.3,2.3
657,James Wiseman,C,22,DET,33,0,13.9,2.5,3.7,.675,0.0,0.1,.000,2.5,3.7,.686,.675,0.7,1.1,.622,1.4,2.5,3.9,0.6,0.1,0.6,0.8,1.9,5.7
658,Christian Wood,PF,28,LAL,48,1,17.5,2.5,5.3,.468,0.7,2.3,.315,1.8,3.0,.583,.536,1.3,1.9,.696,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,7.0
659,Delon Wright,PG,31,WAS,32,0,14.2,1.5,3.8,.397,0.4,1.2,.378,1.1,2.6,.405,.455,0.8,0.9,.828,0.4,1.4,1.8,2.6,1.1,0.3,0.3,0.7,4.2
660,Thaddeus Young,PF,35,TOR,23,6,15.2,2.3,3.8,.621,0.0,0.3,.167,2.3,3.5,.654,.626,0.2,0.5,.417,1.3,2.0,3.3,2.2,0.8,0.1,0.5,1.7,5.0
661,Trae Young,PG,25,ATL,49,49,36.6,8.4,19.5,.428,3.4,9.0,.373,5.0,10.5,.476,.515,6.9,8.0,.857,0.4,2.3,2.8,10.9,1.4,0.2,4.3,2.0,27.0
662,Omer Yurtseven,C,25,UTA,29,6,9.3,1.4,2.9,.482,0.1,0.5,.200,1.3,2.3,.544,.500,0.2,0.4,.545,1.2,2.4,3.7,0.4,0.1,0.4,0.8,1.2,3.1
663,Cody Zeller,C,31,NOP,36,0,8.0,0.6,1.5,.396,0.0,0.1,.333,0.6,1.4,.400,.406,0.6,1.0,.600,1.1,1.6,2.6,0.9,0.2,0.1,0.4,1.1,1.8
664,Ivica Zubac,C,26,LAC,42,42,26.5,5.0,7.7,.654,0.0,0.0,,5.0,7.7,.654,.654,1.8,2.7,.661,3.1,6.3,9.5,1.2,0.2,1.3,1.1,2.8,11.9
